Site Folder,URL,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
saigonsportcity.com,http://saigonsportcity.com/wp-content/plugins/Chasesupdate/Logon.php?LOB=RBGverify,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0006|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
ebills.thetrissilent.com,http://ebills.thetrissilent.com/eBills/myemail-eBills.html,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
nop-live.com.ng_duplicate,http://nop-live.com.ng/nh,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0019|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
dogultrasound.com_duplicate,http://dogultrasound.com/chase.com/mo/Logon.php?LOB=RBGLogon&_pageLabel=page_logonform,phishing,1.00,1,0.53,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
b4k.f5c.myftpupload.com,http://b4k.f5c.myftpupload.com/DCanal/DC/index.php,phishing,1.00,1,0.20,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0011|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
hotel.seotowebdesign.com,http://hotel.seotowebdesign.com/wp-includes/js/codemirror/im/espac/,benign,0.00,0,0.20,0,1.00|0.00|0.67|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4266|0.0000|0.2838|0.0000|0.0000|0.0000|0.0000|0.2133|0.0008|0.0000|0.4266|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
drydenva.xyz,https://drydenva.xyz/Admin/docusign17/,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0010|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
leschosesavoir1.com,https://leschosesavoir1.com/wp/vraitax%20(2)/vraitax/tax/96322/tax/taxb/desj/index2.php,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0015|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
nnilll9998.000webhostapp.com,https://nnilll9998.000webhostapp.com/,phishing,1.00,1,0.20,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
www.eway.sm,http://www.eway.sm/wdle/dlre/,phishing,0.00,0,0.70,1,1.00|0.00|0.67|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.4261|0.0000|0.2853|0.0000|0.0000|0.0000|0.0000|0.2131|0.0008|0.0000|0.4261|0.0000|0.0000|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
remboursementimpotsgouvfrlive639gt.u818934irj.ha004.t.justns.ru,http://remboursementimpotsgouvfrlive639gt.u818934irj.ha004.t.justns.ru/FR/espace-2020/,benign,0.00,0,0.20,0,1.00|0.00|0.67|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4266|0.0000|0.2838|0.0000|0.0000|0.0000|0.0000|0.2133|0.0008|0.0000|0.4266|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
judithleoni.com_duplicate,http://judithleoni.com/telecom-de/index.php,benign,0.00,0,0.24,0,1.00|0.00|0.66|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.4272|0.0000|0.2818|0.0000|0.0000|0.0000|0.0000|0.2136|0.0004|0.0000|0.4272|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
mail.pure-edge.co.za,http://mail.pure-edge.co.za/dhl/my.dhl-com/my.dhl-com/,phishing,1.00,1,1.07,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
dogultrasound.com,http://dogultrasound.com/fingeronpulse.com/chase/mo/Logon.php?LOB=RBGLogon&amp;_pageLabel=page_logonform,phishing,1.00,1,0.53,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
lubermo.com,https://lubermo.com/wp-admin/user/chase/,phishing,1.00,1,0.49,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.49,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0008|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.2004|0.2004|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0986
www.consultax.cl_duplicate,https://www.consultax.cl/thecrowngroup/tcwoodinc/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,phishing,1.00,1,0.53,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0045|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
pure-edge.co.za,http://pure-edge.co.za/dhl/my.dhl-com/my.dhl-com,phishing,1.00,1,1.07,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0016|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
assurancemaladiesd.000webhostapp.com_duplicate,http://assurancemaladiesd.000webhostapp.com/amelis/ameliass/PortailAS/appmanager/PortailAS/amelipro/ifram1.html,benign,0.00,0,0.24,0,1.00|0.00|0.65|0.00|0.00|0.00|0.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.4284|0.0000|0.2775|0.0000|0.0000|0.0000|0.0000|0.2142|0.0031|0.0000|0.4284|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
hotelgrandpapua.com,https://hotelgrandpapua.com/enter/parcel/document/invoice/fd0c27b897abc4d22cb4b083fd09b1e2/deliveryform.php,phishing,1.00,1,0.60,1,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.60,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0019|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.1638|0.0000|0.0000|0.1638|0.1638|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0976
voltergroup.info,http://voltergroup.info/daum/,phishing,1.00,1,0.35,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
www.credit-agricole-sercuripass-espace-compte.u857224qup.ha004.t.justns.ru,https://www.credit-agricole-sercuripass-espace-compte.u857224qup.ha004.t.justns.ru/compte/a853a6ce85a87143d6a33fb9568727d1/,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0017|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
livingcolour.co.jp,https://livingcolour.co.jp/blog/Desjardins/ca/users/Login.ID-13142/,phishing,1.00,1,0.53,1,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
www.monclovanews.com,https://www.monclovanews.com/spn/failure/?email=joongmae@hanmail.net,benign,0.00,0,0.20,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.7000
albaraa-eg.com,http://albaraa-eg.com/kug/daum/,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
u855284qfg.ha004.t.justns.ru,https://u855284qfg.ha004.t.justns.ru/dfhkj/vcal/de578c722c16fad206c15b357207a497/,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0017|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
www.seyc.co_duplicate,https://www.seyc.co/support4/info/credit-6/dae610de73a751af23dad2cf9b3b4320/,phishing,1.00,1,0.53,1,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0016|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
ameli-account-connection.agip.net.pe_duplicate,https://ameli-account-connection.agip.net.pe/bc99ac1f4ce88cf/index.php,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0016|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
makemulher.com.br,https://makemulher.com.br/tele/btele/index.php,phishing,1.00,1,0.37,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0004|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
sma.naturealtree.com,http://sma.naturealtree.com/mot?jk=Z4NwlHBmcGKEmLqxy5qmnnx0YpGGjIx0fGBkaXy0j2lj/linda.todd7@nhs.net,benign,0.00,0,0.20,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.7000
laramiewy.xyz,https://laramiewy.xyz/admin/docusign17/index.php,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0010|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
confirmationimpot2.ddns.net_duplicate,https://confirmationimpot2.ddns.net/SERVICE-17F991REFIMPOT-CNTCT12/service-remboursementimpots/sms1.htm,benign,0.00,0,0.33,0,1.00|0.00|0.68|0.00|0.00|0.00|1.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.33,0.3633|0.0000|0.2470|0.0000|0.0000|0.0000|0.3633|0.1817|0.0008|0.0000|0.3633|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2853|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0927
giaogasnhanh.com,https://giaogasnhanh.com/korea/Daum/Daum.html?email=&.rand=13vqcr8bp0gud&lc=1033&id=64855&mkt=en-us&cbcxt=mai&snsc=1,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0006|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
carlando.de,http://carlando.de/mambots/system/.dhl,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0008|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
www.taddepol.edu.hk,http://www.taddepol.edu.hk/wp-content/plugins/admin-menu-editor-pro/,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
doqan.de,https://doqan.de/ye/owa/oauth/logon/go/wp/accounts/?email=,benign,0.00,0,0.49,0,1.00|0.00|0.62|0.00|0.00|0.00|1.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.49,0.3669|0.0000|0.2292|0.0000|0.0000|0.0000|0.3669|0.1834|0.0012|0.0000|0.3669|0.0000|0.0000|0.0000|0.0000|0.2004|0.2004|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0986
chase-authoririze.serveusers.com_duplicate,https://chase-authoririze.serveusers.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=72&id=3576242359,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0011|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
whosemobilenumberisthis.com,http://whosemobilenumberisthis.com/RG/tracking.php,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0004|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
remboursementimpotsgouvfr2020.u855764qk9.ha004.t.justns.ru,http://remboursementimpotsgouvfr2020.u855764qk9.ha004.t.justns.ru/Particuliers-gouv/impots-gouv-2020/sms1.htm,benign,0.00,0,0.33,0,1.00|0.00|0.68|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.33,0.4250|0.0000|0.2890|0.0000|0.0000|0.0000|0.0000|0.2125|0.0009|0.0000|0.4250|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2853|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0927
ambautosalvage.com,https://ambautosalvage.com/wp-admin/App,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
megahotel.com.my_duplicate,https://megahotel.com.my/stonerxxx/secure07a.chase.com/home,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0017|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
www.yun.ir,http://www.yun.ir/z3wci7/,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2342|0.2342|0.1991|0.2342|0.2342|0.0000|0.0000|0.1639|0.0017|0.0000|0.2342|0.1991|0.2342|0.0000|0.2342|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
bptpaffordableplots.com,https://bptpaffordableplots.com/particulier/acceder-a-mes-comptes/dcf819deb7bfc4d6c1b4df16e661d916/,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0017|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
mangalyavelneshwar.in,http://mangalyavelneshwar.in/PortailAS/01a53f09bbc91c5508a6d2ad616c2ec5/ifram1.html,benign,0.00,0,0.24,0,1.00|0.00|0.65|0.00|0.00|0.00|0.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.4277|0.0000|0.2801|0.0000|0.0000|0.0000|0.0000|0.2138|0.0030|0.0000|0.4277|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
